REF	ETUD	LOCA	REG	DPT	COM	INSEE	TICO	ADRS	STAT	AFFE	PPRO	DPRO	AUTR	SCLE	
PA00078528	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Sorcy-Bauthémont	Champagne-Ardenne	08	Sorcy-Bauthémont	08428	Eglise		Propriété de la commune		Eglise (cad. B 195) : classement par arrêté du 5 mai 1986	1986/05/05 : classé MH		12e siècle ; 15e siècle ; 16e siècle	
PA00078527	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Signy-le-Petit	Champagne-Ardenne	08	Signy-le-Petit	08420	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 16 février 1926	1926/02/16 : inscrit MH		4e quart 17e siècle	
PA00078526	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Semuy	Champagne-Ardenne	08	Semuy	08411	Eglise		Propriété de la commune		Eglise : classement par arrêté du 2 février 1920	1920/02/02 : classé MH		12e siècle ; 18e siècle	
PA00078525	recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Semide	Champagne-Ardenne	08	Semide	08410	Plate-forme d'artillerie				Emplacement de la pièce allemande à longue portée : classement par arrêté du 12 septembre 1922	1922/09/12 : classé MH		1er quart 20e siècle	
PA00078524	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Sedan	Champagne-Ardenne	08	Sedan	08409	Synagogue	Verdun (rue de) 6	Propriété d'une association		Synagogue (cad. AP 66) : inscription par arrêté du 13 septembre 1984	1984/09/13 : inscrit MH		4e quart 19e siècle	
PA00078523	recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Sedan	Champagne-Ardenne	08	Sedan	08409	Ancienne manufacture royale de draps dite "le Dijonval"	Général-Margueritte (avenue du) 10-6	propriété de la commune		Sol du jardin (pour la partie propriété de l'hôpital-hospice) (cad. D 32) : inscription par arrêté du 24 mars 1962 - Façades et toitures (à l'exclusion de celles des deux pavillons du jardin) , les deux escaliers intérieurs du bâtiment principal, le sol du jardin (pour la partie propriété de la commune) (cad. BK 175) : classement par arrêté du 26 mai 1977 - Façades et toitures des deux pavillons du jardin, 6, avenue du Général Margueritte (cad. BK 176) : classement par arrêté du 7 mars 1980	1962/03/24 : inscrit MH ; 1977/05/26 : classé MH ; 1980/03/07 : classé MH	QUATREMERE Nicolas (architecte)	3e quart 18e siècle ; 19e siècle	
PA00078522	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Sedan	Champagne-Ardenne	08	Sedan	08409	Maison dite "du Gros Chien"	Mesnil (rue du) 1 ; Berchet (rue) 2-4	Propriété d'une personne privée		Façades et toitures sur la rue du Mesnil et sur les deux premières cours intérieures (cad. YC 47) : classement par arrêté du 7 septembre 1978 ; Façades et toitures sur la rue Berchet et sur la troisième cour ; le grand escalier avec sa rampe en fer forgé et les deux escaliers à rampe à balustres de bois (cad. YC 47) : inscription par arrêté du 7 septembre 1978	1978/09/07 : classé MH ; 1978/09/07 : inscrit MH		17e siècle ; 18e siècle	
PA00078521	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Sedan	Champagne-Ardenne	08	Sedan	08409	Immeuble	Mesnil (rue du) 16	Propriété d'une personne privée		Façades sur la rue du Mesnil et la rue de la Tour d'Auvergne avec les versants de toiture correspondants ; la fontaine dans la cour, ainsi que l'escalier à rampe à balustres en bois (cad. AP 24) : inscription par arrêté du 8 décembre 1981	1981/12/08 : inscrit MH		18e siècle	
PA00078520	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Sedan	Champagne-Ardenne	08	Sedan	08409	Eglise Saint-Charles-Borromée		propriété de la commune		Eglise Saint-Charles (cad. BM 195) : classement par arrêté du 25 mars 1980	1980/03/25 : classé MH		4e quart 16e siècle ; 17e siècle ; 19e siècle	
PA00078519	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Sedan	Champagne-Ardenne	08	Sedan	08409	Couvent des Capucins Irlandais (ancien)		Propriété du département		Crypte et tombeau du Maréchal Fabert : classement par arrêté du 25 juin 1962	1962/06/25 : classé MH		3e quart 17e siècle	
PA00078518	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Sedan	Champagne-Ardenne	08	Sedan	08409	Château-haut		Propriété de la commune		Château-haut, y compris ses quatre bastions (cad. D 871) : classement par arrêté du 4 janvier 1965	1965/01/04 : classé MH		15e siècle	
PA00078517	recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Sedan	Champagne-Ardenne	08	Sedan	08409	"Château-Bas", à l'entrée de la citadelle	Château (place du)	propriété d'une société privée ; propriété privée		Les façades et les toitures du bâtiment du 17e siècle, dit "Château-Bas", à l'exclusion de toutes dispositions intérieures : classement par arrêté du 22 décembre 1952 - Les constructions situées dans la cour du "Château-Bas" : maison du 16e siècle en totalité ; corps de garde en totalité ; magasin en totalité ; grande traverse en totalité ; mur fermant la cour au nord-ouest (cad. BN 183, lieudit le Château) : inscription par arrêté du 26 mars 2003	1952/12/22 : classé MH ; 2003/03/26 : inscrit MH		16e siècle ; 17e siècle	
PA00078516	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Séchault	Champagne-Ardenne	08	Séchault	08407	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 19 juillet 1926	1926/07/19 : inscrit MH		13e siècle ; 14e siècle	
PA00078515	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Séchault	Champagne-Ardenne	08	Séchault	08407	Domaine des Rosiers		Propriété d'une personne privée		Ensemble des bâtiments et du parc à l'exception des parties classées (cad. B 19 à 24) : inscription par arrêté du 5 octobre 1956 ; Chevet et transept nord de l'ancienne église abbatiale (cad. B 21) : classement par arrêté du 8 octobre 1956	1956/10/05 : inscrit MH ; 1956/10/08 : classé MH		13e siècle ; 14e siècle ; 17e siècle ; 18e siècle	
PA00078514	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Savigny-sur-Aisne	Champagne-Ardenne	08	Savigny-sur-Aisne	08406	Eglise		Propriété de la commune		Eglise : classement par arrêté du 22 juillet 1913	1913/07/22 : classé MH		15e siècle	
PA00078513	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Savigny-sur-Aisne	Champagne-Ardenne	08	Savigny-sur-Aisne	08406	Cimetière désaffecté entourant l'église		Propriété de la commune		Cimetière désaffecté, avec ses murs de clôture, de soutènement, et le grand escalier d'accès au portail Ouest : classement par arrêté du 15 mai 1935	1935/05/15 : classé MH			
PA00078512	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saulces-Monclin	Champagne-Ardenne	08	Saulces-Monclin	08402	Chapelle de la Vieille Ville		Propriété de la commune		Chapelle, y compris le porche (cad. G 698) : inscription par arrêté du 30 mai 1984	1984/05/30 : inscrit MH		13e siècle ; 16e siècle	
PA00078511	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saulces-Champenoises	Champagne-Ardenne	08	Saulces-Champenoises	08401	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 11 octobre 1930	1930/10/11 : inscrit MH		12e siècle ; 15e siècle ; 16e siècle	
PA00078510	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Sapogne-sur-Marche	Champagne-Ardenne	08	Sapogne-sur-Marche	08399	Château de Tassigny		Propriété d'une personne privée		Château, y compris les huit piliers sculptés avec leurs grilles, à l'extérieur (cad. A 4, 5, 12) : classement par arrêté du 30 décembre 1991	1991/12/30 : classé MH		1ère moitié 17e siècle	
PA00078509	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Sainte-Vaubourg	Champagne-Ardenne	08	Sainte-Vaubourg	08398	Eglise Saint-Juvin		Propriété de la commune		Eglise : classement par liste de 1862	1862 : classé MH		16e siècle ; 17e siècle	
PA00078508	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saint-Pierremont	Champagne-Ardenne	08	Saint-Pierremont	08394	Maison natale de Dom Mabillon		Propriété d'une personne privée		Maison natale de Dom Mabillon : inscription par arrêté du 28 février 1927	1927/02/28 : inscrit MH		17e siècle	
PA00078507	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saint-Pierremont	Champagne-Ardenne	08	Saint-Pierremont	08394	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 19 juillet 1926	1926/07/19 : inscrit MH		12e siècle ; 18e siècle	
PA00078506	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saint-Morel	Champagne-Ardenne	08	Saint-Morel	08392	Eglise		Propriété de la commune		Eglise : classement par arrêté du 10 septembre 1919	1919/09/10 : classé MH		16e siècle ; 18e siècle	
PA00078505	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saint-Morel	Champagne-Ardenne	08	Saint-Morel	08392	Cimetière désaffecté entourant l'église		Propriété de la commune		Cimetière désaffecté avec son mur de soutènement : classement par arrêté du 25 juillet 1930	1930/07/25 : classé MH			
PA00078504	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saint-Marcel	Champagne-Ardenne	08	Saint-Marcel	08389	Eglise		Propriété de la commune		Eglise : classement par arrêté du 27 novembre 1911	1911/11/27 : classé MH		15e siècle	
PA00078503	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saint-Marcel	Champagne-Ardenne	08	Saint-Marcel	08389	Chapelle de Giraumont		Propriété de la commune		Chapelle de Giraumont (cad. AC 130) : inscription par arrêté du 13 mars 1972	1972/03/13 : inscrit MH		1er quart 16e siècle ; 19e siècle	
PA00078502	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saint-Marcel	Champagne-Ardenne	08	Saint-Marcel	08389	Allée couverte de «Giraumont»		Propriété d'une personne privée		Allée couverte de «Giraumont» (cad. D 681, 2 EME FEUILLE DU CADASTRE) : classement par arrêté du 11 octobre 1960	1960/10/11 : classé MH		Chalcolithique	
PA00078501	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saint-Loup-Terrier	Champagne-Ardenne	08	Saint-Loup-Terrier	08387	Eglise		Propriété de la commune		Eglise (cad. D 87) : classement par arrêté du 29 août 1984	1984/08/29 : classé MH		12e siècle ; 13e siècle ; 15e siècle ; 18e siècle	
PA00078500	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saint-Juvin	Champagne-Ardenne	08	Saint-Juvin	08383	Eglise		Propriété de la commune		Eglise : classement par arrêté du 20 février 1920	1920/02/20 : classé MH			
PA00078499	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saint-Jean-aux-Bois	Champagne-Ardenne	08	Saint-Jean-aux-Bois	08382	Halle		Propriété de la commune		Halle (cad. C 186) : classement par arrêté du 23 juillet 1981	1981/07/23 : classé MH		3e quart 18e siècle	
PA00078498	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saint-Fergeux	Champagne-Ardenne	08	Saint-Fergeux	08380	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 19 juillet 1926	1926/07/19 : inscrit MH		14e siècle ; 15e siècle	
PA00078497	recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saint-Aignan	Champagne-Ardenne	08	Saint-Aignan	08377	Lavoir Saint-Aignan		propriété de la commune		Le lavoir et sa fontaine (cad. ZC 30) : inscription par arrêté du 1er septembre 1986	1986/09/01 : inscrit MH		1ère moitié 19e siècle	
PA00078496	recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Saint-Aignan	Champagne-Ardenne	08	Saint-Aignan	08377	Eglise		propriété de la commune		L'église en totalité (cad. AB 12) : inscription par arrêté du 1er septembre 1986	1986/09/01 : inscrit MH		12e siècle ; 19e siècle	
PA00078495	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Rumigny	Champagne-Ardenne	08	Rumigny	08373	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 19 juillet 1926	1926/07/19 : inscrit MH		15e siècle ; 16e siècle ; 17e siècle	
PA00078494	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Rubécourt-et-Lamécourt	Champagne-Ardenne	08	Rubécourt-et-Lamécourt	08371	Château de Lamecourt		Propriété d'une personne privée		Façades et toitures du château (corps principal et ailes latérales) ; douves ; portail d'entrée ; façade et toiture de l'édifice dit "Temple" situé à l'entrée du château ; salon orné de boiseries 18s au rez-de-chaussée du corps principal ; cheminée en marbre du salon du premier étage du corps principal avec son trumeau ; cheminée en marbre de la grande salle du rez-de-chaussée de l'aile ouest, avec son trumeau (cad. AD 25) : inscription par arrêté du 24 décembre 1986	1986/12/24 : inscrit MH		16e siècle ; 17e siècle ; 18e siècle ; 19e siècle	
PA00078493	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Rouvroy-sur-Audry	Champagne-Ardenne	08	Rouvroy-sur-Audry	08370	Eglise de Servion		Propriété de la commune		Eglise à l'exception du clocher-porche classé (cad. AK 109) : inscription par arrêté du 11 mai 1981 ; Clocher-porche (cad. AK 109) : classement par arrêté du 11 mai 1981	1981/05/11 : inscrit MH ; 1981/05/11 : classé MH		16e siècle ; 17e siècle ; 19e siècle	
PA00078492	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Roizy	Champagne-Ardenne	08	Roizy	08368	Eglise		Propriété de la commune		Eglise : classement par arrêté du 12 octobre 1920	1920/10/12 : classé MH		13e siècle ; 18e siècle	
PA00078491	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Rocroi	Champagne-Ardenne	08	Rocroi	08367	Fortifications (anciennes)		Propriété de la commune		Restes de l'enceinte fortifiée, à l'exception des parties classées : inscription par arrêté du 15 mars 1935 ; Bastion du Roy (y compris l'ancienne fonderie et l'ancien poste de garde) (cad. AC 45 ; AB 368) : classement par arrêté du 18 décembre 1981	1935/03/15 : inscrit MH ; 1981/12/18 : classé MH		16e siècle ; 17e siècle ; 18e siècle ; 19e siècle	
PA00078490	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Rilly-sur-Aisne	Champagne-Ardenne	08	Rilly-sur-Aisne	08364	Eglise Saint-Waast		Propriété de la commune		Eglise : classement par arrêté du 2 mars 1920	1920/03/02 : classé MH		12e siècle ; 15e siècle	
PA00078489	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Revin	Champagne-Ardenne	08	Revin	08363	Eglise des Dominicains		Propriété de la commune		Eglise des Dominicains : inscription par arrêté du 18 octobre 1920	1920/10/18 : inscrit MH		1er quart 18e siècle	
PA00078488	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Rethel	Champagne-Ardenne	08	Rethel	08362	Eglise Saint-Nicolas		Propriété de la commune		Eglise Saint-Nicolas : classement par liste de 1846	1846 : classé MH		13e siècle ; 17e siècle	
PA00078487	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Renwez	Champagne-Ardenne	08	Renwez	08361	Eglise Notre-Dame		Propriété de la commune		Eglise : classement par arrêté du 3 mai 1913	1913/05/03 : classé MH		15e siècle ; 17e siècle	
PA00078486	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Remilly-les-Pothées	Champagne-Ardenne	08	Remilly-les-Pothées	08358	Château (ancien)		Propriété d'une personne privée		Château (ancien) : inscription par arrêté du 22 décembre 1927	1927/12/22 : inscrit MH		15e siècle ; 16e siècle ; 17e siècle	
PA00078485	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Remilly-Aillicourt	Champagne-Ardenne	08	Remilly-Aillicourt	08357	Eglise fortifiée		Propriété de la commune		Eglise fortifiée : inscription par arrêté du 28 avril 1938	1938/04/28 : inscrit MH		16e siècle ; 17e siècle ; 18e siècle	
PA00078484	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Remilly-Aillicourt	Champagne-Ardenne	08	Remilly-Aillicourt	08357	Château	Grande-rue	Propriété d'une personne privée		Façades et toitures du corps de bâtiment central et des deux ailes en retour avec leur pavillon ; l'escalier intérieur avec sa rampe en fer forgé ; le mur de clôture sur rue de la cour d'honneur avec les deux piliers de l'entrée (cad. AC 50) : inscription par arrêté du 3 avril 1984	1984/04/03 : inscrit MH		3e quart 18e siècle	
PA00078483	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Raillicourt	Champagne-Ardenne	08	Raillicourt	08352	Eglise de Raillicourt		Propriété de la commune		Eglise de Raillicourt : inscription par arrêté du 11 octobre 1930	1930/10/11 : inscrit MH			
PA00078482	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Prez	Champagne-Ardenne	08	Prez	08344	Château du Maippes		Propriété d'une personne privée		Façades et toitures : inscription par arrêté du 18 octobre 1926	1926/10/18 : inscrit MH		16e siècle ; 17e siècle	
PA00078481	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Poix-Terron	Champagne-Ardenne	08	Poix-Terron	08341	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 19 juillet 1926	1926/07/19 : inscrit MH			
PA00078480	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Olizy-Primat	Champagne-Ardenne	08	Olizy-Primat	08333	Eglise d'Olizy		Propriété de la commune		Eglise d'Olizy : classement par arrêté du 3 mai 1913	1913/05/03 : classé MH		15e siècle ; 16e siècle	
PA00078479	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Novy-Chevrières	Champagne-Ardenne	08	Novy-Chevrières	08330	Eglise Sainte-Catherine		Propriété de la commune		Eglise : classement par arrêté du 16 août 1912	1912/08/16 : classé MH		3e quart 17e siècle ; 18e siècle	
PA00078478	Recensement immeubles MH	Champagne-Ardenne ; Ardennes ; Nouvion-sur-Meuse	Champagne-Ardenne	08	Nouvion-sur-Meuse	08327	Eglise		Propriété de la commune		Eglise (cad. AC 364) : inscription par arrêté du 29 février 1972	1972/02/29 : inscrit MH		16e siècle	
